topology,ny_variant,V,eta,theta,r0,delta_V,stability_type
T3,TT,4.0,-2.0,0.0,,,type-III
T3,TT,4.0,-2.0,1.0,3.802775101544171,194661.71267560584,type-I
T3,TT,4.0,-2.0,2.0,7.905124843873801,1979374.4127739107,type-I
T3,TT,4.0,-2.0,3.0,11.937170126724583,6958105.489666901,type-I
T3,TT,4.0,-2.0,4.0,15.952987113288039,16724838.06423582,type-I
T3,TT,4.0,-2.0,5.0,19.96243040913753,32875432.039381165,type-I
T3,TT,4.0,-1.0,0.0,,,type-III
T3,TT,4.0,-1.0,1.0,1.9013881397091612,24338.395011149616,type-I
T3,TT,4.0,-1.0,2.0,3.952562085768534,247441.4465426979,type-I
T3,TT,4.0,-1.0,3.0,5.968585536315978,869780.960899795,type-I
T3,TT,4.0,-1.0,4.0,7.976493397368648,2090620.6624663481,type-I
T3,TT,4.0,-1.0,5.0,9.981213516098107,4109443.039104821,type-II
T3,TT,4.0,0.0,0.0,,,type-III
T3,TT,4.0,0.0,1.0,,,type-III
T3,TT,4.0,0.0,2.0,,,type-III
T3,TT,4.0,0.0,3.0,,,type-III
T3,TT,4.0,0.0,4.0,,,type-III
T3,TT,4.0,0.0,5.0,,,type-III
T3,TT,4.0,1.0,0.0,,,type-III
T3,TT,4.0,1.0,1.0,,,type-III
T3,TT,4.0,1.0,2.0,,,type-III
T3,TT,4.0,1.0,3.0,,,type-III
T3,TT,4.0,1.0,4.0,,,type-III
T3,TT,4.0,1.0,5.0,,,type-III
T3,TT,4.0,2.0,0.0,,,type-III
T3,TT,4.0,2.0,1.0,,,type-III
T3,TT,4.0,2.0,2.0,,,type-III
T3,TT,4.0,2.0,3.0,,,type-III
T3,TT,4.0,2.0,4.0,,,type-III
T3,TT,4.0,2.0,5.0,,,type-III
T3,TT,4.0,3.0,0.0,,,type-III
T3,TT,4.0,3.0,1.0,,,type-III
T3,TT,4.0,3.0,2.0,,,type-III
T3,TT,4.0,3.0,3.0,,,type-III
T3,TT,4.0,3.0,4.0,,,type-III
T3,TT,4.0,3.0,5.0,,,type-III
T3,TT,4.0,4.0,0.0,,,type-III
T3,TT,4.0,4.0,1.0,,,type-III
T3,TT,4.0,4.0,2.0,,,type-III
T3,TT,4.0,4.0,3.0,,,type-III
T3,TT,4.0,4.0,4.0,,,type-III
T3,TT,4.0,4.0,5.0,,,type-III
T3,TT,4.0,5.0,0.0,,,type-III
T3,TT,4.0,5.0,1.0,,,type-III
T3,TT,4.0,5.0,2.0,,,type-III
T3,TT,4.0,5.0,3.0,,,type-III
T3,TT,4.0,5.0,4.0,,,type-III
T3,TT,4.0,5.0,5.0,,,type-III
T3,TT,5.0,-5.0,0.0,,,type-III
T3,TT,5.0,-5.0,1.0,7.605551579188811,2432946.8807730493,type-I
T3,TT,5.0,-5.0,2.0,15.810250081419339,24741104.67239367,type-I
T3,TT,5.0,-5.0,3.0,23.874342015222243,86975289.88992138,type-I
T3,TT,5.0,-5.0,4.0,31.90597373884823,209059493.8283952,type-I
T3,TT,5.0,-5.0,5.0,39.92485938764979,410941965.2740785,type-I
T3,TT,5.0,-4.0,0.0,,,type-III
T3,TT,5.0,-4.0,1.0,6.0844410617024005,1245711.641117539,type-I
T3,TT,5.0,-4.0,2.0,12.648199871973675,12667586.241745654,type-I
T3,TT,5.0,-4.0,3.0,19.09947374215643,44531484.58450892,type-I
T3,TT,5.0,-4.0,4.0,25.524778902838207,107038592.51239656,type-I
T3,TT,5.0,-4.0,5.0,31.9398870944422,210402413.40397558,type-I
T3,TT,5.0,-3.0,0.0,,,type-III
T3,TT,5.0,-3.0,1.0,4.563330825594674,525563.9074562836,type-I
T3,TT,5.0,-3.0,2.0,9.486150213751648,5344234.972699708,type-I
T3,TT,5.0,-3.0,3.0,14.324605278636133,18786812.994871162,type-I
T3,TT,5.0,-3.0,4.0,19.143585233147256,45156995.060766555,type-I
T3,TT,5.0,-3.0,5.0,23.954915198525484,88763602.90822,type-I
T3,TT,5.0,-2.0,0.0,,,type-III
T3,TT,5.0,-2.0,1.0,3.0422205698872933,155739.10657527312,type-I
T3,TT,5.0,-2.0,2.0,6.324099946903754,1583532.4530372547,type-I
T3,TT,5.0,-2.0,3.0,9.549737267127789,5566515.07024626,type-I
T3,TT,5.0,-2.0,4.0,12.762389595659856,13379898.885595873,type-I
T3,TT,5.0,-2.0,5.0,15.969943776788108,26300371.821406886,type-I
T3,TT,5.0,-1.0,0.0,,,type-III
T3,TT,5.0,-1.0,1.0,1.5211095040745968,19472.66558558215,type-I
T3,TT,5.0,-1.0,2.0,3.1620500689631426,197960.27053952834,type-I
T3,TT,5.0,-1.0,3.0,4.774866864709119,695830.7598722511,type-I
T3,TT,5.0,-1.0,4.0,6.381193936028293,1672501.3989729066,type-II
T3,TT,5.0,-1.0,5.0,7.98497173265046,3287558.17813118,type-II
T3,TT,5.0,0.0,0.0,,,type-III
T3,TT,5.0,0.0,1.0,,,type-III
T3,TT,5.0,0.0,2.0,,,type-III
T3,TT,5.0,0.0,3.0,,,type-III
T3,TT,5.0,0.0,4.0,,,type-III
T3,TT,5.0,0.0,5.0,,,type-III
T3,TT,5.0,1.0,0.0,,,type-III
T3,TT,5.0,1.0,1.0,,,type-III
T3,TT,5.0,1.0,2.0,,,type-III
T3,TT,5.0,1.0,3.0,,,type-III
T3,TT,5.0,1.0,4.0,,,type-III
T3,TT,5.0,1.0,5.0,,,type-III
T3,TT,5.0,2.0,0.0,,,type-III
T3,TT,5.0,2.0,1.0,,,type-III
T3,TT,5.0,2.0,2.0,,,type-III
T3,TT,5.0,2.0,3.0,,,type-III
T3,TT,5.0,2.0,4.0,,,type-III
T3,TT,5.0,2.0,5.0,,,type-III
T3,TT,5.0,3.0,0.0,,,type-III
T3,TT,5.0,3.0,1.0,,,type-III
T3,TT,5.0,3.0,2.0,,,type-III
T3,TT,5.0,3.0,3.0,,,type-III
T3,TT,5.0,3.0,4.0,,,type-III
T3,TT,5.0,3.0,5.0,,,type-III
T3,TT,5.0,4.0,0.0,,,type-III
T3,TT,5.0,4.0,1.0,,,type-III
T3,TT,5.0,4.0,2.0,,,type-III
T3,TT,5.0,4.0,3.0,,,type-III
T3,TT,5.0,4.0,4.0,,,type-III
T3,TT,5.0,4.0,5.0,,,type-III
T3,TT,5.0,5.0,0.0,,,type-III
T3,TT,5.0,5.0,1.0,,,type-III
T3,TT,5.0,5.0,2.0,,,type-III
T3,TT,5.0,5.0,3.0,,,type-III
T3,TT,5.0,5.0,4.0,,,type-III
T3,TT,5.0,5.0,5.0,,,type-III
T3,REE,0.0,-5.0,0.0,,,type-III
T3,REE,0.0,-5.0,1.0,,,type-III
T3,REE,0.0,-5.0,2.0,,,type-III
T3,REE,0.0,-5.0,3.0,,,type-III
T3,REE,0.0,-5.0,4.0,,,type-III
T3,REE,0.0,-5.0,5.0,,,type-III
T3,REE,0.0,-4.0,0.0,,,type-III
T3,REE,0.0,-4.0,1.0,,,type-III
T3,REE,0.0,-4.0,2.0,,,type-III
T3,REE,0.0,-4.0,3.0,,,type-III
T3,REE,0.0,-4.0,4.0,,,type-III
T3,REE,0.0,-4.0,5.0,,,type-III
T3,REE,0.0,-3.0,0.0,,,type-III
T3,REE,0.0,-3.0,1.0,,,type-III
T3,REE,0.0,-3.0,2.0,,,type-III
T3,REE,0.0,-3.0,3.0,,,type-III
T3,REE,0.0,-3.0,4.0,,,type-III
T3,REE,0.0,-3.0,5.0,,,type-III
T3,REE,0.0,-2.0,0.0,,,type-III
T3,REE,0.0,-2.0,1.0,,,type-III
T3,REE,0.0,-2.0,2.0,,,type-III
T3,REE,0.0,-2.0,3.0,,,type-III
T3,REE,0.0,-2.0,4.0,,,type-III
T3,REE,0.0,-2.0,5.0,,,type-III
T3,REE,0.0,-1.0,0.0,,,type-III
T3,REE,0.0,-1.0,1.0,,,type-III
T3,REE,0.0,-1.0,2.0,,,type-III
T3,REE,0.0,-1.0,3.0,,,type-III
T3,REE,0.0,-1.0,4.0,,,type-III
T3,REE,0.0,-1.0,5.0,,,type-III
T3,REE,0.0,0.0,0.0,,,type-III
T3,REE,0.0,0.0,1.0,,,type-III
T3,REE,0.0,0.0,2.0,,,type-III
T3,REE,0.0,0.0,3.0,,,type-III
T3,REE,0.0,0.0,4.0,,,type-III
T3,REE,0.0,0.0,5.0,,,type-III
T3,REE,0.0,1.0,0.0,,,type-III
T3,REE,0.0,1.0,1.0,,,type-III
T3,REE,0.0,1.0,2.0,,,type-III
T3,REE,0.0,1.0,3.0,,,type-III
T3,REE,0.0,1.0,4.0,,,type-III
T3,REE,0.0,1.0,5.0,,,type-III
T3,REE,0.0,2.0,0.0,,,type-III
T3,REE,0.0,2.0,1.0,,,type-III
T3,REE,0.0,2.0,2.0,,,type-III
T3,REE,0.0,2.0,3.0,,,type-III
T3,REE,0.0,2.0,4.0,,,type-III
T3,REE,0.0,2.0,5.0,,,type-III
T3,REE,0.0,3.0,0.0,,,type-III
T3,REE,0.0,3.0,1.0,,,type-III
T3,REE,0.0,3.0,2.0,,,type-III
T3,REE,0.0,3.0,3.0,,,type-III
T3,REE,0.0,3.0,4.0,,,type-III
T3,REE,0.0,3.0,5.0,,,type-III
T3,REE,0.0,4.0,0.0,,,type-III
T3,REE,0.0,4.0,1.0,,,type-III
T3,REE,0.0,4.0,2.0,,,type-III
T3,REE,0.0,4.0,3.0,,,type-III
T3,REE,0.0,4.0,4.0,,,type-III
T3,REE,0.0,4.0,5.0,,,type-III
T3,REE,0.0,5.0,0.0,,,type-III
T3,REE,0.0,5.0,1.0,,,type-III
T3,REE,0.0,5.0,2.0,,,type-III
T3,REE,0.0,5.0,3.0,,,type-III
T3,REE,0.0,5.0,4.0,,,type-III
T3,REE,0.0,5.0,5.0,,,type-III
T3,REE,1.0,-5.0,0.0,,,type-III
T3,REE,1.0,-5.0,1.0,15.000000244709549,259510.96314913005,type-I
T3,REE,1.0,-5.0,2.0,38.02775751267502,12163338.804937486,type-I
T3,REE,1.0,-5.0,3.0,58.72281256203699,49216937.14137197,type-I
T3,REE,1.0,-5.0,4.0,79.05124876305288,123700997.28154285,type-I
T3,REE,1.0,-5.0,5.0,99.24428906096075,248113702.0482102,type-I
T3,REE,1.0,-4.0,0.0,,,type-III
T3,REE,1.0,-4.0,1.0,12.000000165128792,132867.3055622818,type-I
T3,REE,1.0,-4.0,2.0,30.422205129721576,6227675.42827671,type-I
T3,REE,1.0,-4.0,3.0,46.978252565663624,25198988.982988156,type-I
T3,REE,1.0,-4.0,4.0,63.240998689416145,63335058.43332294,type-I
T3,REE,1.0,-4.0,5.0,79.39543180070639,127034362.82499553,type-I
T3,REE,1.0,-3.0,0.0,,,type-III
T3,REE,1.0,-3.0,1.0,8.999999502889937,56051.752883273206,type-I
T3,REE,1.0,-3.0,2.0,22.81665474430051,2627332.7251451286,type-I
T3,REE,1.0,-3.0,3.0,35.23368833332272,10630764.994732093,type-I
T3,REE,1.0,-3.0,4.0,47.43075026512669,26719581.342203986,type-I
T3,REE,1.0,-3.0,5.0,59.54657177486554,53592724.97332263,type-I
T3,REE,1.0,-2.0,0.0,,,type-III
T3,REE,1.0,-2.0,1.0,6.000000387372373,16606.932230875278,type-I
T3,REE,1.0,-2.0,2.0,15.2111013103358,778487.8282578791,type-I
T3,REE,1.0,-2.0,3.0,23.489125476420142,3149821.367150187,type-I
T3,REE,1.0,-2.0,4.0,31.620499372027247,7916973.947092788,type-I
T3,REE,1.0,-2.0,5.0,39.697716274400015,15879386.528488215,type-I
T3,REE,1.0,-1.0,0.0,,,type-III
T3,REE,1.0,-1.0,1.0,2.9999998435411754,2075.4721877189836,type-I
T3,REE,1.0,-1.0,2.0,7.605551579179592,97317.87523092158,type-I
T3,REE,1.0,-1.0,3.0,11.744561499283757,393714.3024751438,type-I
T3,REE,1.0,-1.0,4.0,15.810250081444664,989644.1868957465,type-I
T3,REE,1.0,-1.0,5.0,19.848858671343653,1984945.5257883484,type-I
T3,REE,1.0,0.0,0.0,,,type-III
T3,REE,1.0,0.0,1.0,,,type-III
T3,REE,1.0,0.0,2.0,,,type-III
T3,REE,1.0,0.0,3.0,,,type-III
T3,REE,1.0,0.0,4.0,,,type-III
T3,REE,1.0,0.0,5.0,,,type-III
T3,REE,1.0,1.0,0.0,,,type-III
T3,REE,1.0,1.0,1.0,,,type-III
T3,REE,1.0,1.0,2.0,,,type-III
T3,REE,1.0,1.0,3.0,,,type-III
T3,REE,1.0,1.0,4.0,,,type-III
T3,REE,1.0,1.0,5.0,,,type-III
T3,REE,1.0,2.0,0.0,,,type-III
T3,REE,1.0,2.0,1.0,,,type-III
T3,REE,1.0,2.0,2.0,,,type-III
T3,REE,1.0,2.0,3.0,,,type-III
T3,REE,1.0,2.0,4.0,,,type-III
T3,REE,1.0,2.0,5.0,,,type-III
T3,REE,1.0,3.0,0.0,,,type-III
T3,REE,1.0,3.0,1.0,,,type-III
T3,REE,1.0,3.0,2.0,,,type-III
T3,REE,1.0,3.0,3.0,,,type-III
T3,REE,1.0,3.0,4.0,,,type-III
T3,REE,1.0,3.0,5.0,,,type-III
T3,REE,1.0,4.0,0.0,,,type-III
T3,REE,1.0,4.0,1.0,,,type-III
T3,REE,1.0,4.0,2.0,,,type-III
T3,REE,1.0,4.0,3.0,,,type-III
T3,REE,1.0,4.0,4.0,,,type-III
T3,REE,1.0,4.0,5.0,,,type-III
T3,REE,1.0,5.0,0.0,,,type-III
T3,REE,1.0,5.0,1.0,,,type-III
T3,REE,1.0,5.0,2.0,,,type-III
T3,REE,1.0,5.0,3.0,,,type-III
T3,REE,1.0,5.0,4.0,,,type-III
T3,REE,1.0,5.0,5.0,,,type-III
T3,REE,2.0,-5.0,0.0,,,type-III
T3,REE,2.0,-5.0,1.0,7.499998932113444,129746.34784014463,type-I
T3,REE,2.0,-5.0,2.0,19.01387859946216,6081847.919424314,type-I
T3,REE,2.0,-5.0,3.0,29.361408211801102,24608143.48933317,type-I
T3,REE,2.0,-5.0,4.0,39.525624976772654,61851073.74586314,type-I
T3,REE,2.0,-5.0,5.0,49.62214467787926,124057423.79137865,type-I
T3,REE,2.0,-4.0,0.0,,,type-III
T3,REE,2.0,-4.0,1.0,6.000000387372373,66427.72892350111,type-I
T3,REE,2.0,-4.0,2.0,15.2111013103358,3113951.3130315165,type-I
T3,REE,2.0,-4.0,3.0,23.489125476420142,12599285.468600748,type-I
T3,REE,2.0,-4.0,4.0,31.620499372027247,31667895.788371153,type-I
T3,REE,2.0,-4.0,5.0,39.697716274400015,63517546.11395286,type-I
T3,REE,2.0,-3.0,0.0,,,type-III
T3,REE,2.0,-3.0,1.0,4.500000031192721,28022.47183988621,type-I
T3,REE,2.0,-3.0,2.0,11.408325287261507,1313729.6513538803,type-I
T3,REE,2.0,-3.0,3.0,17.616845533385966,5315264.006342513,type-I
T3,REE,2.0,-3.0,4.0,23.715374533198055,13359995.465793319,type-I
T3,REE,2.0,-3.0,5.0,29.77328684507287,26796565.878661748,type-I
T3,REE,2.0,-2.0,0.0,,,type-III
T3,REE,2.0,-2.0,1.0,2.9999998435411754,8301.888750875934,type-I
T3,REE,2.0,-2.0,2.0,7.605551579179592,389271.5009236863,type-I
T3,REE,2.0,-2.0,3.0,11.744561499283757,1574857.2099005752,type-I
T3,REE,2.0,-2.0,4.0,15.810250081444664,3958576.747582986,type-I
T3,REE,2.0,-2.0,5.0,19.848858671343653,7939782.103153394,type-I
T3,REE,2.0,-1.0,0.0,,,type-III
T3,REE,2.0,-1.0,1.0,1.4999987021222,1037.2937378560778,type-I
T3,REE,2.0,-1.0,2.0,3.802775101544171,48665.42816890146,type-I
T3,REE,2.0,-1.0,3.0,5.872280705992032,196843.17425422152,type-I
T3,REE,2.0,-1.0,4.0,7.905124843873801,494843.60319347767,type-I
T3,REE,2.0,-1.0,5.0,9.924427694681524,992493.8050761014,type-I
T3,REE,2.0,0.0,0.0,,,type-III
T3,REE,2.0,0.0,1.0,,,type-III
T3,REE,2.0,0.0,2.0,,,type-III
T3,REE,2.0,0.0,3.0,,,type-III
T3,REE,2.0,0.0,4.0,,,type-III
T3,REE,2.0,0.0,5.0,,,type-III
T3,REE,2.0,1.0,0.0,,,type-III
T3,REE,2.0,1.0,1.0,,,type-III
T3,REE,2.0,1.0,2.0,,,type-III
T3,REE,2.0,1.0,3.0,,,type-III
T3,REE,2.0,1.0,4.0,,,type-III
T3,REE,2.0,1.0,5.0,,,type-III
T3,REE,2.0,2.0,0.0,,,type-III
T3,REE,2.0,2.0,1.0,,,type-III
T3,REE,2.0,2.0,2.0,,,type-III
T3,REE,2.0,2.0,3.0,,,type-III
T3,REE,2.0,2.0,4.0,,,type-III
T3,REE,2.0,2.0,5.0,,,type-III
T3,REE,2.0,3.0,0.0,,,type-III
T3,REE,2.0,3.0,1.0,,,type-III
T3,REE,2.0,3.0,2.0,,,type-III
T3,REE,2.0,3.0,3.0,,,type-III
T3,REE,2.0,3.0,4.0,,,type-III
T3,REE,2.0,3.0,5.0,,,type-III
T3,REE,2.0,4.0,0.0,,,type-III
T3,REE,2.0,4.0,1.0,,,type-III
T3,REE,2.0,4.0,2.0,,,type-III
T3,REE,2.0,4.0,3.0,,,type-III
T3,REE,2.0,4.0,4.0,,,type-III
T3,REE,2.0,4.0,5.0,,,type-III
T3,REE,2.0,5.0,0.0,,,type-III
T3,REE,2.0,5.0,1.0,,,type-III
T3,REE,2.0,5.0,2.0,,,type-III
T3,REE,2.0,5.0,3.0,,,type-III
T3,REE,2.0,5.0,4.0,,,type-III
T3,REE,2.0,5.0,5.0,,,type-III
T3,REE,3.0,-5.0,0.0,,,type-III
T3,REE,3.0,-5.0,1.0,5.000000082046134,86491.25978893151,type-I
T3,REE,3.0,-5.0,2.0,12.67591787811971,4054682.4812408797,type-I
T3,REE,3.0,-5.0,3.0,19.57427082778114,16405209.570245026,type-I
T3,REE,3.0,-5.0,4.0,26.350416260275665,41234428.41326016,type-I
T3,REE,3.0,-5.0,5.0,33.08142968674262,82705325.84602806,type-I
T3,REE,3.0,-4.0,0.0,,,type-III
T3,REE,3.0,-4.0,1.0,4.000000054261317,44281.031971025586,type-I
T3,REE,3.0,-4.0,2.0,10.140733402235805,2076041.8283751118,type-I
T3,REE,3.0,-4.0,3.0,15.65941751154253,8399382.129654918,type-I
T3,REE,3.0,-4.0,4.0,21.080334345333522,21112171.583901342,type-I
T3,REE,3.0,-4.0,5.0,26.465143939798015,42345269.722895525,type-I
T3,REE,3.0,-3.0,0.0,,,type-III
T3,REE,3.0,-3.0,1.0,2.9999998435414406,18679.24968947073,type-I
T3,REE,3.0,-3.0,2.0,7.605551579181921,875860.877078295,type-I
T3,REE,3.0,-3.0,3.0,11.744561499273836,3543428.722276299,type-I
T3,REE,3.0,-3.0,4.0,15.810250081445892,8906797.682061719,type-I
T3,REE,3.0,-3.0,5.0,19.84885867135926,17864509.732095137,type-I
T3,REE,3.0,-2.0,0.0,,,type-III
T3,REE,3.0,-2.0,1.0,2.000000136698853,5533.4553015056645,type-I
T3,REE,3.0,-2.0,2.0,5.07036828844888,259532.00291648545,type-I
T3,REE,3.0,-2.0,3.0,7.829708491234093,1049868.0748384958,type-I
T3,REE,3.0,-2.0,4.0,10.540165074433226,2639109.3540424975,type-I
T3,REE,3.0,-2.0,5.0,13.232572088776989,5293245.218725956,type-I
T3,REE,3.0,-1.0,0.0,,,type-III
T3,REE,3.0,-1.0,1.0,0.9999985437625851,691.4565557706555,type-I
T3,REE,3.0,-1.0,2.0,2.535183860544774,32447.585685469043,type-I
T3,REE,3.0,-1.0,3.0,3.9148538369131693,131218.924773345,type-I
T3,REE,3.0,-1.0,4.0,5.270083360297261,329909.24614653713,type-I
T3,REE,3.0,-1.0,5.0,6.616286222367505,661675.5278864942,type-I
T3,REE,3.0,0.0,0.0,,,type-III
T3,REE,3.0,0.0,1.0,,,type-III
T3,REE,3.0,0.0,2.0,,,type-III
T3,REE,3.0,0.0,3.0,,,type-III
T3,REE,3.0,0.0,4.0,,,type-III
T3,REE,3.0,0.0,5.0,,,type-III
T3,REE,3.0,1.0,0.0,,,type-III
T3,REE,3.0,1.0,1.0,,,type-III
T3,REE,3.0,1.0,2.0,,,type-III
T3,REE,3.0,1.0,3.0,,,type-III
T3,REE,3.0,1.0,4.0,,,type-III
T3,REE,3.0,1.0,5.0,,,type-III
T3,REE,3.0,2.0,0.0,,,type-III
T3,REE,3.0,2.0,1.0,,,type-III
T3,REE,3.0,2.0,2.0,,,type-III
T3,REE,3.0,2.0,3.0,,,type-III
T3,REE,3.0,2.0,4.0,,,type-III
T3,REE,3.0,2.0,5.0,,,type-III
T3,REE,3.0,3.0,0.0,,,type-III
T3,REE,3.0,3.0,1.0,,,type-III
T3,REE,3.0,3.0,2.0,,,type-III
T3,REE,3.0,3.0,3.0,,,type-III
T3,REE,3.0,3.0,4.0,,,type-III
T3,REE,3.0,3.0,5.0,,,type-III
T3,REE,3.0,4.0,0.0,,,type-III
T3,REE,3.0,4.0,1.0,,,type-III
T3,REE,3.0,4.0,2.0,,,type-III
T3,REE,3.0,4.0,3.0,,,type-III
T3,REE,3.0,4.0,4.0,,,type-III
T3,REE,3.0,4.0,5.0,,,type-III
T3,REE,3.0,5.0,0.0,,,type-III
T3,REE,3.0,5.0,1.0,,,type-III
T3,REE,3.0,5.0,2.0,,,type-III
T3,REE,3.0,5.0,3.0,,,type-III
T3,REE,3.0,5.0,4.0,,,type-III
T3,REE,3.0,5.0,5.0,,,type-III
T3,REE,4.0,-5.0,0.0,,,type-III
T3,REE,4.0,-5.0,1.0,3.7499993144059647,64863.55630069043,type-I
T3,REE,4.0,-5.0,2.0,9.50693951887385,3041098.409090729,type-I
T3,REE,4.0,-5.0,3.0,14.680703324367686,12303740.577748917,type-I
T3,REE,4.0,-5.0,4.0,19.762812857410584,30926102.63220539,type-I
T3,REE,4.0,-5.0,5.0,24.811071999531986,62029272.97932692,type-I
T3,REE,4.0,-4.0,0.0,,,type-III
T3,REE,4.0,-4.0,1.0,2.9999998435411754,33207.55500350374,type-I
T3,REE,4.0,-4.0,2.0,7.605551579179592,1557086.0036947452,type-I
T3,REE,4.0,-4.0,3.0,11.744561499283757,6299428.839602301,type-I
T3,REE,4.0,-4.0,4.0,15.810250081444664,15834306.990331944,type-I
T3,REE,4.0,-4.0,5.0,19.848858671343653,31759128.412613574,type-I
T3,REE,4.0,-3.0,0.0,,,type-III
T3,REE,4.0,-3.0,1.0,2.250000152518169,14007.542221678092,type-I
T3,REE,4.0,-3.0,2.0,5.704164338174161,656925.6772653271,type-I
T3,REE,4.0,-3.0,3.0,8.808422029502193,2657509.86077762,type-I
T3,REE,4.0,-3.0,4.0,11.857686248074913,6680196.922279068,type-I
T3,REE,4.0,-3.0,5.0,14.886642084574675,13398479.323331317,type-I
T3,REE,4.0,-2.0,0.0,,,type-III
T3,REE,4.0,-2.0,1.0,1.4999987021222,4149.174951424311,type-I
T3,REE,4.0,-2.0,2.0,3.802775101544171,194661.71267560584,type-I
T3,REE,4.0,-2.0,3.0,5.872280705992032,787372.6970168861,type-I
T3,REE,4.0,-2.0,4.0,7.905124843873801,1979374.4127739107,type-I
T3,REE,4.0,-2.0,5.0,9.924427694681524,3969975.220304406,type-I
T3,REE,4.0,-1.0,0.0,,,type-III
T3,REE,4.0,-1.0,1.0,0.7500000333996187,518.8387976022136,type-I
T3,REE,4.0,-1.0,2.0,1.9013881397091612,24338.395011149616,type-I
T3,REE,4.0,-1.0,3.0,2.936140675307815,98406.39565220519,type-I
T3,REE,4.0,-1.0,4.0,3.952562085768534,247441.4465426979,type-I
T3,REE,4.0,-1.0,5.0,4.962215211576246,496265.6123567281,type-I
T3,REE,4.0,0.0,0.0,,,type-III
T3,REE,4.0,0.0,1.0,,,type-III
T3,REE,4.0,0.0,2.0,,,type-III
T3,REE,4.0,0.0,3.0,,,type-III
T3,REE,4.0,0.0,4.0,,,type-III
T3,REE,4.0,0.0,5.0,,,type-III
T3,REE,4.0,1.0,0.0,,,type-III
T3,REE,4.0,1.0,1.0,,,type-III
T3,REE,4.0,1.0,2.0,,,type-III
T3,REE,4.0,1.0,3.0,,,type-III
T3,REE,4.0,1.0,4.0,,,type-III
T3,REE,4.0,1.0,5.0,,,type-III
T3,REE,4.0,2.0,0.0,,,type-III
T3,REE,4.0,2.0,1.0,,,type-III
T3,REE,4.0,2.0,2.0,,,type-III
T3,REE,4.0,2.0,3.0,,,type-III
T3,REE,4.0,2.0,4.0,,,type-III
T3,REE,4.0,2.0,5.0,,,type-III
T3,REE,4.0,3.0,0.0,,,type-III
T3,REE,4.0,3.0,1.0,,,type-III
T3,REE,4.0,3.0,2.0,,,type-III
T3,REE,4.0,3.0,3.0,,,type-III
T3,REE,4.0,3.0,4.0,,,type-III
T3,REE,4.0,3.0,5.0,,,type-III
T3,REE,4.0,4.0,0.0,,,type-III
T3,REE,4.0,4.0,1.0,,,type-III
T3,REE,4.0,4.0,2.0,,,type-III
T3,REE,4.0,4.0,3.0,,,type-III
T3,REE,4.0,4.0,4.0,,,type-III
T3,REE,4.0,4.0,5.0,,,type-III
T3,REE,4.0,5.0,0.0,,,type-III
T3,REE,4.0,5.0,1.0,,,type-III
T3,REE,4.0,5.0,2.0,,,type-III
T3,REE,4.0,5.0,3.0,,,type-III
T3,REE,4.0,5.0,4.0,,,type-III
T3,REE,4.0,5.0,5.0,,,type-III
T3,REE,5.0,-5.0,0.0,,,type-III
T3,REE,5.0,-5.0,1.0,2.9999998435404702,51886.80469297525,type-I
T3,REE,5.0,-5.0,2.0,7.605551579188811,2432946.8807730493,type-I
T3,REE,5.0,-5.0,3.0,11.74456149927851,9842857.561878601,type-I
T3,REE,5.0,-5.0,4.0,15.810250081419339,24741104.67239367,type-I
T3,REE,5.0,-5.0,5.0,19.848858671352872,49623638.14470868,type-I
T3,REE,5.0,-4.0,0.0,,,type-III
T3,REE,5.0,-4.0,1.0,2.4000000517564466,26563.365942412292,type-I
T3,REE,5.0,-4.0,2.0,6.0844410617024005,1245711.641117539,type-I
T3,REE,5.0,-4.0,3.0,9.395650482620358,5039455.563146794,type-I
T3,REE,5.0,-4.0,4.0,12.648199871973675,12667586.241745654,type-I
T3,REE,5.0,-4.0,5.0,15.879086565523526,25407441.135265596,type-I
T3,REE,5.0,-3.0,0.0,,,type-III
T3,REE,5.0,-3.0,1.0,1.7999996214570237,11204.44122856987,type-I
T3,REE,5.0,-3.0,2.0,4.563330825594674,525563.9074562836,type-I
T3,REE,5.0,-3.0,3.0,7.046738090703515,2125957.570842481,type-I
T3,REE,5.0,-3.0,4.0,9.486150213751648,5344234.972699708,type-I
T3,REE,5.0,-3.0,5.0,11.909313732743605,10718859.210312355,type-I
T3,REE,5.0,-2.0,0.0,,,type-III
T3,REE,5.0,-2.0,1.0,1.200000014002948,3318.5553346758993,type-I
T3,REE,5.0,-2.0,2.0,3.0422205698872933,155739.10657527312,type-I
T3,REE,5.0,-2.0,3.0,4.697824811260196,629874.8219271841,type-I
T3,REE,5.0,-2.0,4.0,6.324099946903754,1583532.4530372547,type-I
T3,REE,5.0,-2.0,5.0,7.939542890483601,3176011.9769090577,type-I
T3,REE,5.0,-1.0,0.0,,,type-III
T3,REE,5.0,-1.0,1.0,0.6000011164175145,415.23725836381755,type-I
T3,REE,5.0,-1.0,2.0,1.5211095040745968,19472.66558558215,type-I
T3,REE,5.0,-1.0,3.0,2.348912694718323,78718.55526855664,type-I
T3,REE,5.0,-1.0,4.0,3.1620500689631426,197960.27053952834,type-I
T3,REE,5.0,-1.0,5.0,3.9697712471070035,397019.0421144058,type-I
T3,REE,5.0,0.0,0.0,,,type-III
T3,REE,5.0,0.0,1.0,,,type-III
T3,REE,5.0,0.0,2.0,,,type-III
